query,prompt,style,persona,sentence
"area:
  type: area
  value: Calabria
entities:
- id: 0
  is_area: false
  name: offshore wind
  properties:
  - name: industrial
  - name: blockade
  type: nwr
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area:
- Calabria
Objects:
- Obj. 0: offshore wind, industrial, blockade
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,legal professional,Find offshore wind industrial blockade in Calabria.
"area:
  type: area
  value: Shandong
entities:
- id: 0
  is_area: true
  name: gaga pit
  type: nwr
- id: 1
  is_area: false
  name: water connection
  properties:
  - name: name
    operator: '~'
    value: l Street
  type: nwr
- id: 2
  is_area: false
  name: carvac
  properties:
  - name: brand
    operator: '~'
    value: Central Florida GreeneWay
  type: nwr
- id: 3
  is_area: false
  name: dovecote
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 0
  target: 2
  type: contains
- source: 3
  target: 1
  type: dist
  value: 100 m
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
You are searching for a location that fulfills all of the following search criteria:
Search area:
- Shandong
Objects:
- Obj. 0: gaga pit
- Obj. 1: water connection, name: begins with the letters ""l Street""
- Obj. 2: carvac, brand:  ""Central Florida GreeneWay""
- Obj. 3: dovecote
Distances:
- Obj. 1 is inside Obj. 0
- Obj. 2 is inside Obj. 0
- Use this term to describe the spatial relation between Obj. 3 and 1 similar to (similar to ""X is _ Y""): near
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",human rights abuse monitoring OSINT Expert,"Locate a gaga pit in Shandong containing a water connection named ""l Street"" and a carvac of the ""Central Florida GreeneWay"" brand, with a dovecote near the water connection."
"area:
  type: area
  value: San Marino
entities:
- id: 0
  is_area: true
  name: hydro power plant
  type: nwr
- id: 1
  is_area: false
  name: pumping station
  type: nwr
- id: 2
  is_area: false
  name: subway station
  type: nwr
- id: 3
  is_area: false
  name: stadium lighting
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 3
  type: dist
  value: 87300 mi
- source: 3
  target: 1
  type: dist
  value: 1500 m
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- San Marino
Objects:
- Obj. 0: hydro power plant
- Obj. 1: pumping station
- Obj. 2: subway station
- Obj. 3: stadium lighting
Distances:
- Obj. 1 is within Obj. 0
- Obj. 2 is around eighty-seven thousand, three hundred miles away from Obj. 3
- Obj. 3 is one thousand, five hundred m away from Obj. 1
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,legal professional,"Sure, let's break down the search request step-by-step:

I am looking for a hydro power plant in San Marino that contains a pumping station within it. Furthermore, there should be a stadium lighting system located one thousand, five hundred meters from the pumping station. Additionally, a subway station must be situated approximately eighty-seven thousand, three hundred miles away from the stadium lighting."
"area:
  type: area
  value: Eden, New South Wales, Australia
entities:
- id: 0
  is_area: false
  name: med kit
  type: nwr
- id: 1
  is_area: true
  name: beach resort
  properties:
  - name: brand name
    operator: '~'
    value: senbach
  type: nwr
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The text should contain a large amount of typos.
The sentence must use all of the following search criteria:
Search area:
- Eden, New South Wales, Australia
Objects:
- Obj. 0: med kit
- Obj. 1: beach resort, brand name: begins with the letters ""senbach""
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",hobby fact checker,"Find med kit near beach resort brand name begins with ""senbach"" in Eden, NSW, Australia."
"area:
  type: area
  value: Media Luna
entities:
- id: 0
  is_area: false
  name: chair lift
  type: nwr
- id: 1
  is_area: true
  name: beach volleyball court
  type: nwr
- id: 2
  is_area: false
  name: ballot box
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 4400 in
- source: 1
  target: 2
  type: dist
  value: 5657.7 cm
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The sentence must use all of the following search criteria:
Search area:
- Media Luna
Objects:
- Obj. 0: chair lift
- Obj. 1: beach volleyball court
- Obj. 2: ballot box
Distances:
- Obj. 0 is approximately four thousand, four hundred inches away from Obj. 1
- Obj. 1 is 5657.7 centimeters away Obj. 2
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,investigative journalist,"In the picturesque region of Media Luna, I am searching for a geographic locale where a chair lift, positioned approximately four thousand, four hundred inches from a beach volleyball court, can be found, with this volleyball court being situated precisely 5657.7 centimeters away from a ballot box."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: atoll
  type: nwr
- id: 1
  is_area: true
  name: nature reserve
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 6669.5 km
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
You are searching for an area that fulfills all of the following search criteria:
Objects:
- Obj. 0: atoll
- Obj. 1: nature reserve
Distances:
- All objects are 6669.5 kilometers from each other.
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,political journalist,"I am seeking information on a geographic location where an atoll and a nature reserve exist, each characterized by their own unique features and properties, and situated precisely 6669.5 kilometers apart from one another."
"area:
  type: area
  value: Fair Grove, Missouri, United States
entities:
- id: 0
  is_area: true
  name: bathhouse
  type: nwr
- id: 1
  is_area: false
  name: meeting venue
  type: nwr
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
You are searching for a location that fulfills all of the following search criteria:
Search area:
- Fair Grove, Missouri, United States
Objects:
- Obj. 0: bathhouse
- Obj. 1: meeting venue
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,human rights abuse monitoring OSINT Expert,"Find a location in Fair Grove, Missouri, United States, where there is a bathhouse near a meeting venue."
"area:
  type: area
  value: ""B\u0159ez\xED, Jihomoravsk\xFD kraj, Czech Republic""
entities:
- id: 0
  is_area: true
  name: nursery
  type: nwr
- id: 1
  is_area: false
  name: fire extinguisher
  type: nwr
- id: 2
  is_area: false
  name: military surplus shop
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 0
  target: 2
  type: contains
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Březí, Jihomoravský kraj, Czech Republic
Objects:
- Obj. 0: nursery
- Obj. 1: fire extinguisher
- Obj. 2: military surplus shop
Distances:
- Obj. 1 is in Obj. 0
- Obj. 2 is in Obj. 0
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",expert fact checker,"""Find a nursery in Březí, Jihomoravský kraj, Czech Republic that contains both a fire extinguisher and a military surplus shop."""
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: false
  name: stop sign
  type: nwr
- id: 1
  is_area: false
  name: water connection
  properties:
  - name: brand
    operator: '~'
    value: ""Calle Lim\xF3n""
  type: nwr
- id: 2
  is_area: false
  name: open shower
  type: nwr
- id: 3
  is_area: false
  name: mobile phone shop
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 5100 mi
- source: 0
  target: 2
  type: dist
  value: 5100 mi
- source: 0
  target: 3
  type: dist
  value: 5100 mi
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The sentence must use all of the following search criteria:
Objects:
- Obj. 0: stop sign
- Obj. 1: water connection, brand:  ""Calle Limón""
- Obj. 2: open shower
- Obj. 3: mobile phone shop
Distances:
- All objects are five thousand, one hundred miles from each other.
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,human rights abuse monitoring OSINT Expert,"I need to locate a stop sign five thousand, one hundred miles from a water connection, brand: ""Calle Limón"". The water connection should also be five thousand, one hundred miles from an open shower. Additionally, there should be a mobile phone shop situated five thousand, one hundred miles from the open shower."
"area:
  type: area
  value: Werribee South
entities:
- id: 0
  is_area: false
  name: wastewater plant
  type: nwr
- id: 1
  is_area: false
  name: viewpoint
  type: nwr
- id: 2
  is_area: false
  name: vacant shop
  type: nwr
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Werribee South
Objects:
- Obj. 0: wastewater plant
- Obj. 1: viewpoint
- Obj. 2: vacant shop
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,hobby fact checker,"Find a location within Werribee South that contains a wastewater plant, a viewpoint with a scenic overlook, and a vacant shop available for lease or purchase."
"area:
  type: area
  value: Pomeranian Voivodeship
entities:
- id: 0
  is_area: false
  name: md
  type: nwr
- id: 1
  is_area: true
  name: volleyball
  type: nwr
- id: 2
  is_area: false
  name: government office
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 900 mi
- source: 1
  target: 2
  type: dist
  value: 3 km
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The sentence must use all of the following search criteria:
Search area:
- Pomeranian Voivodeship
Objects:
- Obj. 0: md
- Obj. 1: volleyball
- Obj. 2: government office
Distances:
- Obj. 0 is nine hundred miles away from Obj. 1
- Obj. 1 is no more than 3 km away from Obj. 2
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,legal professional,"Within the geographic confines of the Pomeranian Voivodeship, identify locations where a medical facility, which is situated at a distance of nine hundred miles from a volleyball court, itself positioned no more than three kilometers away from a government office, are situated in relation to the aforementioned objects."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: island
  type: nwr
- id: 1
  is_area: false
  name: ''
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
You are searching for a location that fulfills all of the following search criteria:
Objects:
- Obj. 0: island
- Obj. 1: 
Distances:
- Obj. 1 is inside Obj. 0
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,hobby fact checker,"I am looking for a specific place. There is an island. Inside this island, there is another object. What is the name of this island?"
"area:
  type: area
  value: ""El Baj\xEDo de Plascencia, Mexico""
entities:
- id: 0
  is_area: false
  name: chapel
  type: nwr
- id: 1
  is_area: true
  name: soccer hall
  properties:
  - name: brand name
    operator: '~'
    value: icarica E
  type: nwr
- id: 2
  is_area: false
  name: nuclear reactor
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 2.2 in
- source: 1
  target: 2
  type: dist
  value: 53731 km
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The text should contain a medium amount of typos and grammar mistakes.
The sentence must use all of the following search criteria:
Search area:
- El Bajío de Plascencia, Mexico
Objects:
- Obj. 0: chapel
- Obj. 1: soccer hall, brand name: ends with the letters ""icarica E""
- Obj. 2: nuclear reactor
Distances:
- Obj. 0 is 2.2 in away Obj. 1
- Obj. 1 is less than 53731 kilometers away Obj. 2
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,expert fact checker,"Hmm, I'm looking for a chaple in El Bajío de Plascencia, Mexico. It should be about 2.2 in away from a socer hall with a name that ends in ""icarica E"". Also, this soccer hall should be less than 53731 kilmeters from a nuclear reacter."
"area:
  type: area
  value: ""Ta\u2019 Xbiex, Ta' Xbiex, Malta""
entities:
- id: 0
  is_area: true
  name: power plant
  type: nwr
- id: 1
  is_area: true
  name: skyscraper
  type: nwr
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Ta’ Xbiex, Ta' Xbiex, Malta
Objects:
- Obj. 0: power plant
- Obj. 1: skyscraper
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,OSINT beginner,"Show me a location within Ta’ Xbiex, Ta' Xbiex, Malta where there is a power plant near a skyscraper."
"area:
  type: area
  value: ""Besn\xE9""
entities:
- id: 0
  is_area: true
  name: motorway junction
  type: nwr
- id: 1
  is_area: true
  name: domestic garden
  properties:
  - name: wall
  - name: hedge
  - name: community garden
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 33 cm
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Besné
Objects:
- Obj. 0: motorway junction
- Obj. 1: domestic garden, wall, hedge, community garden
Distances:
- All objects are no more than 33 cm from another.
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",legal professional,"Search for a place in Besné where a motorway junction is no more than 33 cm from a domestic garden, wall, hedge, and a community garden."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: stadium
  type: nwr
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
You are searching for a place that fulfills all of the following search criteria:
Objects:
- Obj. 0: stadium
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,expert fact checker,Find a stadium.
"area:
  type: area
  value: Malino
entities:
- id: 0
  is_area: true
  name: nature reserve
  properties:
  - name: woodland
  type: nwr
- id: 1
  is_area: true
  name: padel
  type: nwr
- id: 2
  is_area: true
  name: cricket
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 4500 in
- source: 1
  target: 2
  type: dist
  value: 4 yd
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Malino
Objects:
- Obj. 0: nature reserve, woodland
- Obj. 1: padel
- Obj. 2: cricket
Distances:
- Obj. 0 is four thousand, five hundred inches away from Obj. 1
- Obj. 1 is approximately 4 yards away Obj. 2
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,investigative journalist,"I'm searching within Malino. First, I'm looking for a nature reserve or woodland. This place should be located four thousand, five hundred inches away from a padel facility. Additionally, this padel facility should be approximately 4 yards away from a cricket ground."
"area:
  type: area
  value: Rae vald, Harju County, Estonia
entities:
- id: 0
  is_area: false
  name: lifeguard spot
  type: nwr
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
You are searching for a location that fulfills all of the following search criteria:
Search area:
- Rae vald, Harju County, Estonia
Objects:
- Obj. 0: lifeguard spot
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,hobby fact checker,"Find a lifeguard spot in Rae vald, Harju County, Estonia."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: trench
  type: nwr
- id: 1
  is_area: true
  name: vacation resort
  properties:
  - name: brand
    operator: '~'
    value: ' Gas Gas'
  type: nwr
- id: 2
  is_area: true
  name: cape
  type: nwr
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The sentence must use all of the following search criteria:
Objects:
- Obj. 0: trench
- Obj. 1: vacation resort, brand:  "" Gas Gas""
- Obj. 2: cape
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,OSINT beginner,"I'm looking for a trench that's located near a cape. Additionally, I need to find a vacation resort branded as ""Gas Gas,"" which should be in the vicinity of the trench and the cape."
"area:
  type: area
  value: ""Pal\xF9 del Fersina, Trentino-South Tyrol, Italy""
entities:
- id: 0
  is_area: true
  name: caravan site
  type: nwr
- id: 1
  is_area: false
  name: public chess board
  type: nwr
- id: 2
  is_area: true
  name: table tennis
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 250 m
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
The text should contain a medium amount of typos.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Palù del Fersina, Trentino-South Tyrol, Italy
Objects:
- Obj. 0: caravan site
- Obj. 1: public chess board
- Obj. 2: table tennis
Distances:
- Obj. 1 is contained in Obj. 0
- Use this term to describe the spatial relation between Obj. 2 and 1 similar to (similar to ""X is _ Y""): on the opposite side
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,political journalist,"Find an area in Palù del Fersina, Trentino-South Tyrol, Italy, where a caravan site contains a public chess board, and a table tennis area is on the opposite side of the chess board."
"area:
  type: area
  value: Amanpur
entities:
- id: 0
  is_area: true
  name: oil power station
  properties:
  - name: name
    operator: '~'
    value: t Dri
  type: nwr
- id: 1
  is_area: false
  name: lift gate
  type: nwr
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The text should contain a medium amount of typos and grammar mistakes.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Amanpur
Objects:
- Obj. 0: oil power station, name: contains the letters ""t Dri""
- Obj. 1: lift gate
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,expert fact checker,"I'm looking for a region, specifcally Amanpur, where I can find an oil power station that has a name containing the letters ""t Dri"", and also includes the presence of a lift gate nearby."
"area:
  type: area
  value: Stamullin, Leinster, Ireland
entities:
- id: 0
  is_area: true
  name: public garden
  type: nwr
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area:
- Stamullin, Leinster, Ireland
Objects:
- Obj. 0: public garden
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,investigative journalist,"Find a public garden in Stamullin, Leinster, Ireland."
"area:
  type: area
  value: Caldaro sulla Strada del Vino, Trentino-South Tyrol, Italy
entities:
- id: 0
  is_area: true
  name: valley
  properties:
  - name: name
    operator: '~'
    value: ifswalder S
  type: nwr
- id: 1
  is_area: false
  name: construction company
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The sentence must use all of the following search criteria:
Search area:
- Caldaro sulla Strada del Vino, Trentino-South Tyrol, Italy
Objects:
- Obj. 0: valley, name: contains the letters ""ifswalder S""
- Obj. 1: construction company
Distances:
- Obj. 1 is contained in Obj. 0
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",political journalist,"Find a valley containing ""ifswalder S"" with a construction company in Caldaro sulla Strada del Vino, Trentino-South Tyrol, Italy."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: winter sports
  type: nwr
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
You are searching for an area that fulfills all of the following search criteria:
Objects:
- Obj. 0: winter sports
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,OSINT beginner,"Find a mountainous region known for winter sports activities, characterized by ski slopes, snowboarding parks, and cross-country skiing trails, located in proximity to a national park that features dense pine forests and multiple glacial lakes."
"area:
  type: area
  value: ""Estado de M\xE9xico""
entities:
- id: 0
  is_area: true
  name: ocean
  type: nwr
- id: 1
  is_area: false
  name: concert hallstage
  type: nwr
- id: 2
  is_area: true
  name: sikh temple
  properties:
  - name: building levels
    operator: '>'
    value: '461'
  - name: minster
  type: nwr
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
The text should contain a large amount of typos and grammar mistakes.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Estado de México
Objects:
- Obj. 0: ocean
- Obj. 1: concert hallstage
- Obj. 2: sikh temple, building levels: greater than 461, minster
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,investigative journalist,Find me a plase in Estado de Mexico where their is a ocean near a concert hallstage and a sikh temple that has more then 461 building levels and is also a minster.
"area:
  type: area
  value: Autonomous Region in Muslim Mindanao
entities:
- id: 0
  is_area: true
  name: dance venue
  properties:
  - name: brand name
    operator: '~'
    value: Dan Murphy's
  type: nwr
- id: 1
  is_area: false
  name: staircase
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
You are searching for a location that fulfills all of the following search criteria:
Search area:
- Autonomous Region in Muslim Mindanao
Objects:
- Obj. 0: dance venue, brand name:  ""Dan Murphy's""
- Obj. 1: staircase
Distances:
- Obj. 1 is contained in Obj. 0
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,political journalist,"Find a dance venue called ""Dan Murphy's"" in the Autonomous Region in Muslim Mindanao that has a staircase inside it."
"area:
  type: area
  value: Logan County, United States
entities:
- id: 0
  is_area: true
  name: landing site
  type: nwr
- id: 1
  is_area: false
  name: station
  properties:
  - name: transit shelter
  - name: brand
    operator: '~'
    value: 110th Street
  type: nwr
- id: 2
  is_area: false
  name: charging facility
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 100 m
- source: 1
  target: 2
  type: dist
  value: 700 mi
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area:
- Logan County, United States
Objects:
- Obj. 0: landing site
- Obj. 1: station, transit shelter, brand:  ""110th Street""
- Obj. 2: charging facility
Distances:
- Use this term to describe the spatial relation between Obj. 0 and 1 similar to (similar to ""X is _ Y""): around it
- Obj. 1 is seven hundred mi away Obj. 2
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,OSINT beginner,"Find a landing site in Logan County, United States, with a station or transit shelter branded ""110th Street"" around it and a charging facility seven hundred miles away from the station."
"area:
  type: area
  value: Dandaragan, Australia
entities:
- id: 0
  is_area: false
  name: mailbox
  type: nwr
- id: 1
  is_area: false
  name: service
  type: nwr
- id: 2
  is_area: false
  name: alpine hut
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 0.58 cm
- source: 0
  target: 2
  type: dist
  value: 0.58 cm
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area:
- Dandaragan, Australia
Objects:
- Obj. 0: mailbox
- Obj. 1: service
- Obj. 2: alpine hut
Distances:
- All objects are within 0.58 cm.
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,human rights abuse monitoring OSINT Expert,"Find a mailbox, a service, and an alpine hut all within 0.58 cm of each other in Dandaragan, Australia."
"area:
  type: area
  value: Palencia
entities:
- id: 0
  is_area: true
  name: cricket field
  type: nwr
- id: 1
  is_area: false
  name: camera shop
  type: nwr
- id: 2
  is_area: false
  name: beehive
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 0
  target: 2
  type: contains
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
The text should contain a small amount of typos.
You are searching for a location that fulfills all of the following search criteria:
Search area:
- Palencia
Objects:
- Obj. 0: cricket field
- Obj. 1: camera shop
- Obj. 2: beehive
Distances:
- Obj. 1 is within Obj. 0
- Obj. 2 is within Obj. 0
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,legal professional,"Find a location in Palencia that contains a cricket field, with a camera shop and a beehive both located within the boundaries of the cricket field."
